UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4086,2023-06-14,桃園市,復興區,55-59,223
4087,2023-06-14,桃園市,復興區,25-29,277
4088,2023-06-14,桃園市,復興區,5-9,281
4089,2023-06-14,桃園市,復興區,30-34,233
4090,2023-06-14,桃園市,復興區,40-44,207
4091,2023-06-14,桃園市,復興區,45-49,250
4092,2023-03-20,桃園市,復興區,50-54,247
4093,2023-03-19,桃園市,復興區,60-64,242
4094,2023-03-18,桃園市,復興區,65-69,193
4095,2023-03-18,桃園市,復興區,20-24,274
4096,2023-03-17,桃園市,復興區,35-39,199
4097,2023-03-17,桃園市,復興區,70+,309
4098,2023-03-13,桃園市,復興區,15-19,294
4099,2023-03-01,桃園市,復興區,10-14,268
4100,2023-02-24,桃園市,復興區,1,58
4101,2023-02-13,桃園市,復興區,0,42
4102,2023-02-06,桃園市,復興區,2,47
4103,2023-01-28,桃園市,復興區,3,51
4104,2023-01-08,桃園市,復興區,4,60
