UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2167,2023-07-24,台北市,士林區,70+,10481
2168,2023-07-13,台北市,士林區,1,670
2169,2023-06-14,台北市,士林區,60-64,5899
2170,2023-06-14,台北市,士林區,50-54,6596
2171,2023-06-14,台北市,士林區,40-44,10001
2172,2023-03-21,台北市,士林區,65-69,5916
2173,2023-03-21,台北市,士林區,30-34,8482
2174,2023-03-21,台北市,士林區,35-39,9081
2175,2023-03-20,台北市,士林區,20-24,8085
2176,2023-03-20,台北市,士林區,45-49,8071
2177,2023-03-20,台北市,士林區,55-59,5901
2178,2023-03-20,台北市,士林區,25-29,8937
2179,2023-03-20,台北市,士林區,15-19,5192
2180,2023-03-20,台北市,士林區,5-9,5608
2181,2023-03-19,台北市,士林區,3,791
2182,2023-03-19,台北市,士林區,10-14,5202
2183,2023-03-18,台北市,士林區,2,769
2184,2023-03-16,台北市,士林區,0,518
2185,2023-03-13,台北市,士林區,4,909
