UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6081,2023-03-20,新竹縣,關西鎮,35-39,724
6082,2023-03-19,新竹縣,關西鎮,70+,1209
6083,2023-03-18,新竹縣,關西鎮,15-19,656
6084,2023-03-18,新竹縣,關西鎮,3,75
6085,2023-03-18,新竹縣,關西鎮,40-44,807
6086,2023-03-18,新竹縣,關西鎮,45-49,772
6087,2023-03-18,新竹縣,關西鎮,5-9,531
6088,2023-03-17,新竹縣,關西鎮,25-29,837
6089,2023-03-17,新竹縣,關西鎮,50-54,753
6090,2023-03-16,新竹縣,關西鎮,10-14,488
6091,2023-03-16,新竹縣,關西鎮,20-24,761
6092,2023-03-16,新竹縣,關西鎮,55-59,650
6093,2023-03-15,新竹縣,關西鎮,30-34,768
6094,2023-03-10,新竹縣,關西鎮,2,89
6095,2023-03-09,新竹縣,關西鎮,60-64,580
6096,2023-03-07,新竹縣,關西鎮,65-69,456
6097,2023-03-03,新竹縣,關西鎮,1,75
6098,2023-02-28,新竹縣,關西鎮,4,98
6099,2023-02-28,新竹縣,關西鎮,0,65
