UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6271,2023-03-18,澎湖縣,七美鄉,40-44,28
6272,2023-03-09,澎湖縣,七美鄉,20-24,19
6273,2023-03-07,澎湖縣,七美鄉,70+,37
6274,2023-03-05,澎湖縣,七美鄉,55-59,16
6275,2023-03-01,澎湖縣,七美鄉,0,3
6276,2023-02-23,澎湖縣,七美鄉,3,1
6277,2023-02-23,澎湖縣,七美鄉,10-14,14
6278,2023-02-21,澎湖縣,七美鄉,65-69,22
6279,2023-02-19,澎湖縣,七美鄉,35-39,30
6280,2023-02-16,澎湖縣,七美鄉,30-34,24
6281,2023-02-15,澎湖縣,七美鄉,5-9,24
6282,2023-02-10,澎湖縣,七美鄉,4,4
6283,2023-02-09,澎湖縣,七美鄉,60-64,24
6284,2023-02-09,澎湖縣,七美鄉,25-29,26
6285,2023-01-30,澎湖縣,七美鄉,45-49,23
6286,2023-01-13,澎湖縣,七美鄉,50-54,25
6287,2022-12-29,澎湖縣,七美鄉,1,2
6288,2022-12-22,澎湖縣,七美鄉,15-19,22
6289,2022-07-18,澎湖縣,七美鄉,2,3
