UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4580,2023-03-23,台中市,大雅區,60-64,2172
4581,2023-03-21,台中市,大雅區,30-34,4352
4582,2023-03-21,台中市,大雅區,20-24,3361
4583,2023-03-20,台中市,大雅區,40-44,4113
4584,2023-03-20,台中市,大雅區,0,339
4585,2023-03-20,台中市,大雅區,35-39,4154
4586,2023-03-20,台中市,大雅區,1,466
4587,2023-03-20,台中市,大雅區,25-29,4436
4588,2023-03-20,台中市,大雅區,50-54,2460
4589,2023-03-19,台中市,大雅區,45-49,2916
4590,2023-03-19,台中市,大雅區,3,478
4591,2023-03-19,台中市,大雅區,2,447
4592,2023-03-19,台中市,大雅區,10-14,2576
4593,2023-03-19,台中市,大雅區,5-9,2917
4594,2023-03-18,台中市,大雅區,55-59,2430
4595,2023-03-18,台中市,大雅區,70+,2152
4596,2023-03-18,台中市,大雅區,15-19,2587
4597,2023-03-18,台中市,大雅區,65-69,1494
4598,2023-03-17,台中市,大雅區,4,532
