UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1900,2023-03-20,屏東縣,東港鎮,40-44,1435
1901,2023-03-19,屏東縣,東港鎮,10-14,955
1902,2023-03-19,屏東縣,東港鎮,70+,1352
1903,2023-03-19,屏東縣,東港鎮,30-34,1206
1904,2023-03-19,屏東縣,東港鎮,50-54,1035
1905,2023-03-19,屏東縣,東港鎮,55-59,965
1906,2023-03-18,屏東縣,東港鎮,20-24,1212
1907,2023-03-18,屏東縣,東港鎮,25-29,1266
1908,2023-03-18,屏東縣,東港鎮,60-64,901
1909,2023-03-17,屏東縣,東港鎮,1,179
1910,2023-03-17,屏東縣,東港鎮,45-49,1158
1911,2023-03-16,屏東縣,東港鎮,35-39,1314
1912,2023-03-16,屏東縣,東港鎮,5-9,1069
1913,2023-03-16,屏東縣,東港鎮,2,177
1914,2023-03-15,屏東縣,東港鎮,15-19,1120
1915,2023-03-14,屏東縣,東港鎮,65-69,763
1916,2023-03-14,屏東縣,東港鎮,4,196
1917,2023-03-03,屏東縣,東港鎮,3,168
1918,2023-03-01,屏東縣,東港鎮,0,137
