UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5758,2023-03-19,彰化縣,線西鄉,20-24,439
5759,2023-03-18,彰化縣,線西鄉,40-44,561
5760,2023-03-18,彰化縣,線西鄉,30-34,599
5761,2023-03-17,彰化縣,線西鄉,5-9,399
5762,2023-03-17,彰化縣,線西鄉,35-39,609
5763,2023-03-15,彰化縣,線西鄉,70+,547
5764,2023-03-15,彰化縣,線西鄉,50-54,368
5765,2023-03-15,彰化縣,線西鄉,15-19,390
5766,2023-03-14,彰化縣,線西鄉,10-14,370
5767,2023-03-13,彰化縣,線西鄉,60-64,374
5768,2023-03-12,彰化縣,線西鄉,3,76
5769,2023-03-12,彰化縣,線西鄉,55-59,357
5770,2023-03-12,彰化縣,線西鄉,25-29,516
5771,2023-03-10,彰化縣,線西鄉,2,56
5772,2023-03-10,彰化縣,線西鄉,0,47
5773,2023-03-10,彰化縣,線西鄉,65-69,270
5774,2023-03-09,彰化縣,線西鄉,45-49,410
5775,2023-03-07,彰化縣,線西鄉,1,81
5776,2023-02-20,彰化縣,線西鄉,4,78
