UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7105,2023-03-21,南投縣,埔里鎮,25-29,2049
7106,2023-03-20,南投縣,埔里鎮,55-59,1634
7107,2023-03-20,南投縣,埔里鎮,45-49,1694
7108,2023-03-19,南投縣,埔里鎮,10-14,1661
7109,2023-03-19,南投縣,埔里鎮,30-34,1851
7110,2023-03-19,南投縣,埔里鎮,35-39,1808
7111,2023-03-19,南投縣,埔里鎮,50-54,1642
7112,2023-03-19,南投縣,埔里鎮,5-9,1693
7113,2023-03-19,南投縣,埔里鎮,70+,2967
7114,2023-03-19,南投縣,埔里鎮,15-19,1851
7115,2023-03-19,南投縣,埔里鎮,40-44,1947
7116,2023-03-19,南投縣,埔里鎮,65-69,1406
7117,2023-03-18,南投縣,埔里鎮,20-24,2220
7118,2023-03-18,南投縣,埔里鎮,60-64,1629
7119,2023-03-15,南投縣,埔里鎮,1,276
7120,2023-03-09,南投縣,埔里鎮,0,220
7121,2023-03-07,南投縣,埔里鎮,4,270
7122,2023-03-01,南投縣,埔里鎮,2,262
7123,2023-02-25,南投縣,埔里鎮,3,251
