UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5283,2023-03-20,宜蘭縣,冬山鄉,65-69,1181
5284,2023-03-20,宜蘭縣,冬山鄉,5-9,1556
5285,2023-03-20,宜蘭縣,冬山鄉,55-59,1574
5286,2023-03-20,宜蘭縣,冬山鄉,30-34,2084
5287,2023-03-20,宜蘭縣,冬山鄉,25-29,2071
5288,2023-03-20,宜蘭縣,冬山鄉,70+,2252
5289,2023-03-20,宜蘭縣,冬山鄉,50-54,1675
5290,2023-03-20,宜蘭縣,冬山鄉,20-24,1594
5291,2023-03-20,宜蘭縣,冬山鄉,2,239
5292,2023-03-19,宜蘭縣,冬山鄉,45-49,1895
5293,2023-03-19,宜蘭縣,冬山鄉,40-44,2302
5294,2023-03-19,宜蘭縣,冬山鄉,10-14,1483
5295,2023-03-18,宜蘭縣,冬山鄉,60-64,1472
5296,2023-03-18,宜蘭縣,冬山鄉,4,253
5297,2023-03-18,宜蘭縣,冬山鄉,35-39,2140
5298,2023-03-17,宜蘭縣,冬山鄉,15-19,1500
5299,2023-03-16,宜蘭縣,冬山鄉,0,150
5300,2023-03-15,宜蘭縣,冬山鄉,1,272
5301,2023-03-14,宜蘭縣,冬山鄉,3,255
