UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7295,2023-03-18,南投縣,仁愛鄉,60-64,273
7296,2023-03-15,南投縣,仁愛鄉,50-54,256
7297,2023-03-12,南投縣,仁愛鄉,30-34,301
7298,2023-03-12,南投縣,仁愛鄉,40-44,290
7299,2023-03-11,南投縣,仁愛鄉,25-29,402
7300,2023-03-11,南投縣,仁愛鄉,65-69,223
7301,2023-03-09,南投縣,仁愛鄉,15-19,400
7302,2023-03-08,南投縣,仁愛鄉,45-49,280
7303,2023-03-07,南投縣,仁愛鄉,70+,322
7304,2023-03-07,南投縣,仁愛鄉,5-9,424
7305,2023-03-03,南投縣,仁愛鄉,10-14,410
7306,2023-02-22,南投縣,仁愛鄉,55-59,322
7307,2023-02-21,南投縣,仁愛鄉,1,92
7308,2023-02-21,南投縣,仁愛鄉,35-39,332
7309,2023-02-19,南投縣,仁愛鄉,20-24,349
7310,2023-01-25,南投縣,仁愛鄉,0,65
7311,2023-01-03,南投縣,仁愛鄉,3,79
7312,2022-12-28,南投縣,仁愛鄉,4,99
7313,2022-12-13,南投縣,仁愛鄉,2,75
