UID,個案死亡日,縣市別,區域,新增死亡人數,累計死亡人數,七天移動平均新增死亡人數
85,2023-04-15,彰化縣,田尾鄉,1,30,0.14
160,2023-04-05,彰化縣,田尾鄉,1,29,0.14
1000,2023-03-08,彰化縣,田尾鄉,1,28,0.14
1536,2023-02-26,彰化縣,田尾鄉,1,27,0.29
1777,2023-02-22,彰化縣,田尾鄉,1,26,0.14
2883,2023-02-04,彰化縣,田尾鄉,1,25,0.29
3020,2023-02-02,彰化縣,田尾鄉,1,24,0.14
4266,2023-01-09,彰化縣,田尾鄉,1,23,0.29
4563,2023-01-03,彰化縣,田尾鄉,1,22,0.14
5272,2022-12-17,彰化縣,田尾鄉,1,21,0.29
5483,2022-12-11,彰化縣,田尾鄉,1,20,0.29
5716,2022-12-05,彰化縣,田尾鄉,1,19,0.14
7818,2022-10-26,彰化縣,田尾鄉,1,18,0.29
8029,2022-10-23,彰化縣,田尾鄉,1,17,0.14
9485,2022-10-02,彰化縣,田尾鄉,1,16,0.29
9785,2022-09-27,彰化縣,田尾鄉,1,15,0.29
9951,2022-09-24,彰化縣,田尾鄉,1,14,0.29
10279,2022-09-18,彰化縣,田尾鄉,1,13,0.14
12936,2022-07-21,彰化縣,田尾鄉,1,12,0.29
13262,2022-07-16,彰化縣,田尾鄉,1,11,0.14
13747,2022-07-09,彰化縣,田尾鄉,1,10,0.14
14437,2022-07-01,彰化縣,田尾鄉,1,9,0.57
14725,2022-06-28,彰化縣,田尾鄉,1,8,0.57
14928,2022-06-26,彰化縣,田尾鄉,1,7,0.57
15024,2022-06-25,彰化縣,田尾鄉,1,6,0.43
15336,2022-06-22,彰化縣,田尾鄉,1,5,0.29
15452,2022-06-21,彰化縣,田尾鄉,1,4,0.29
16179,2022-06-15,彰化縣,田尾鄉,1,3,0.14
17762,2022-06-02,彰化縣,田尾鄉,1,2,0.29
18146,2022-05-30,彰化縣,田尾鄉,1,1,0.14
