UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
172,2023-09-17,澎湖縣,全區,91.50,87.90,0.90,78.40,25.90,0.00,0.00,0.00
173,2023-09-17,澎湖縣,6個月-4歲,42.30,25.50,2.20,0.30,0.00,0.00,0.00,0.00
174,2023-09-17,澎湖縣,5-11歲,85.80,69.90,0.50,31.40,0.30,0.00,0.00,0.00
175,2023-09-17,澎湖縣,12-17歲,96.10,89.20,0.00,74.00,28.80,0.00,0.00,0.00
176,2023-09-17,澎湖縣,18-29歲,98.50,96.40,0.50,87.80,18.50,0.00,0.00,0.00
177,2023-09-17,澎湖縣,30-49歲,96.00,93.60,0.80,86.40,23.10,0.00,0.00,0.00
178,2023-09-17,澎湖縣,50-64歲,92.80,90.60,1.20,83.60,29.40,0.00,0.00,0.00
179,2023-09-17,澎湖縣,65-74歲,92.00,90.00,1.10,84.10,45.60,13.60,0.00,0.00
180,2023-09-17,澎湖縣,75歲以上,79.40,76.00,1.20,68.60,39.90,12.10,0.00,0.00
427,2023-09-10,澎湖縣,全區,91.30,87.80,0.90,78.20,25.80,0.00,0.00,0.00
428,2023-09-10,澎湖縣,6個月-4歲,42.50,25.70,2.20,0.30,0.00,0.00,0.00,0.00
429,2023-09-10,澎湖縣,5-11歲,85.90,70.00,0.50,31.50,0.30,0.00,0.00,0.00
430,2023-09-10,澎湖縣,12-17歲,96.20,89.30,0.00,74.20,29.00,0.00,0.00,0.00
431,2023-09-10,澎湖縣,18-29歲,97.60,95.50,0.50,87.00,18.20,0.00,0.00,0.00
432,2023-09-10,澎湖縣,30-49歲,96.00,93.60,0.80,86.40,23.10,0.00,0.00,0.00
433,2023-09-10,澎湖縣,50-64歲,92.90,90.70,1.20,83.70,29.50,0.00,0.00,0.00
434,2023-09-10,澎湖縣,65-74歲,91.90,89.80,1.10,84.00,45.50,13.50,0.00,0.00
435,2023-09-10,澎湖縣,75歲以上,79.20,75.80,1.20,68.40,39.80,12.10,0.00,0.00
682,2023-09-03,澎湖縣,全區,91.30,87.80,0.90,78.20,25.80,0.00,0.00,0.00
683,2023-09-03,澎湖縣,6個月-4歲,42.80,25.90,2.20,0.30,0.00,0.00,0.00,0.00
684,2023-09-03,澎湖縣,5-11歲,85.90,70.10,0.50,31.50,0.30,0.00,0.00,0.00
685,2023-09-03,澎湖縣,12-17歲,96.30,89.50,0.00,74.50,29.10,0.00,0.00,0.00
686,2023-09-03,澎湖縣,18-29歲,97.60,95.60,0.50,87.10,18.20,0.00,0.00,0.00
687,2023-09-03,澎湖縣,30-49歲,96.00,93.60,0.80,86.40,23.10,0.00,0.00,0.00
688,2023-09-03,澎湖縣,50-64歲,92.90,90.70,1.20,83.70,29.50,0.00,0.00,0.00
689,2023-09-03,澎湖縣,65-74歲,91.70,89.70,1.10,83.90,45.50,13.50,0.00,0.00
690,2023-09-03,澎湖縣,75歲以上,79.10,75.80,1.20,68.30,39.80,12.10,0.00,0.00
937,2023-08-27,澎湖縣,全區,91.30,87.80,0.90,78.20,25.80,0.00,0.00,0.00
938,2023-08-27,澎湖縣,6個月-4歲,43.00,25.90,2.20,0.30,0.00,0.00,0.00,0.00
939,2023-08-27,澎湖縣,5-11歲,86.00,70.30,0.50,31.70,0.30,0.00,0.00,0.00
940,2023-08-27,澎湖縣,12-17歲,96.30,89.60,0.00,74.60,29.20,0.00,0.00,0.00
941,2023-08-27,澎湖縣,18-29歲,97.80,95.80,0.50,87.30,18.20,0.00,0.00,0.00
942,2023-08-27,澎湖縣,30-49歲,95.90,93.60,0.80,86.30,23.10,0.00,0.00,0.00
943,2023-08-27,澎湖縣,50-64歲,92.90,90.70,1.20,83.70,29.50,0.00,0.00,0.00
944,2023-08-27,澎湖縣,65-74歲,91.60,89.60,1.10,83.80,45.40,13.50,0.00,0.00
945,2023-08-27,澎湖縣,75歲以上,79.10,75.70,1.20,68.20,39.70,12.10,0.00,0.00
1192,2023-08-20,澎湖縣,全區,91.40,87.80,0.90,78.20,25.80,0.00,0.00,0.00
1193,2023-08-20,澎湖縣,6個月-4歲,43.10,25.90,2.20,0.30,0.00,0.00,0.00,0.00
1194,2023-08-20,澎湖縣,5-11歲,86.80,70.90,0.50,32.00,0.30,0.00,0.00,0.00
1195,2023-08-20,澎湖縣,12-17歲,96.70,89.90,0.00,74.90,29.40,0.00,0.00,0.00
1196,2023-08-20,澎湖縣,18-29歲,97.50,95.50,0.50,87.00,18.10,0.00,0.00,0.00
1197,2023-08-20,澎湖縣,30-49歲,95.90,93.50,0.80,86.30,23.10,0.00,0.00,0.00
1198,2023-08-20,澎湖縣,50-64歲,92.90,90.70,1.20,83.70,29.50,0.00,0.00,0.00
1199,2023-08-20,澎湖縣,65-74歲,92.00,90.00,1.10,84.20,45.60,13.50,0.00,0.00
1200,2023-08-20,澎湖縣,75歲以上,79.00,75.50,1.20,68.10,39.60,12.10,0.00,0.00
1447,2023-08-13,澎湖縣,全區,91.30,87.80,0.90,78.20,25.80,0.00,0.00,0.00
1448,2023-08-13,澎湖縣,6個月-4歲,43.30,26.00,2.20,0.30,0.00,0.00,0.00,0.00
1449,2023-08-13,澎湖縣,5-11歲,86.80,71.00,0.50,32.20,0.30,0.00,0.00,0.00
1450,2023-08-13,澎湖縣,12-17歲,96.80,90.10,0.00,75.10,29.70,0.00,0.00,0.00
1451,2023-08-13,澎湖縣,18-29歲,97.50,95.50,0.50,87.00,18.10,0.00,0.00,0.00
1452,2023-08-13,澎湖縣,30-49歲,95.90,93.60,0.80,86.30,23.10,0.00,0.00,0.00
1453,2023-08-13,澎湖縣,50-64歲,92.90,90.70,1.20,83.70,29.50,0.00,0.00,0.00
1454,2023-08-13,澎湖縣,65-74歲,91.90,89.90,1.10,84.10,45.60,13.50,0.00,0.00
1455,2023-08-13,澎湖縣,75歲以上,78.80,75.40,1.20,68.00,39.50,12.10,0.00,0.00
1702,2023-08-06,澎湖縣,全區,91.30,87.80,0.90,78.20,25.80,0.00,0.00,0.00
1703,2023-08-06,澎湖縣,6個月-4歲,43.60,26.10,2.10,0.30,0.00,0.00,0.00,0.00
1704,2023-08-06,澎湖縣,5-11歲,86.80,71.20,0.50,32.40,0.30,0.00,0.00,0.00
1705,2023-08-06,澎湖縣,12-17歲,96.70,90.00,0.00,75.10,29.80,0.00,0.00,0.00
1706,2023-08-06,澎湖縣,18-29歲,97.60,95.60,0.50,87.10,18.00,0.00,0.00,0.00
1707,2023-08-06,澎湖縣,30-49歲,95.90,93.50,0.80,86.30,23.10,0.00,0.00,0.00
