UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
893,2023-06-14,高雄市,楠梓區,15-19,4787
894,2023-06-14,高雄市,楠梓區,45-49,6516
895,2023-06-14,高雄市,楠梓區,35-39,9187
896,2023-06-14,高雄市,楠梓區,40-44,8916
897,2023-06-14,高雄市,楠梓區,50-54,5092
898,2023-06-14,高雄市,楠梓區,5-9,5075
899,2023-06-14,高雄市,楠梓區,60-64,4074
900,2023-06-14,高雄市,楠梓區,10-14,4413
901,2023-06-14,高雄市,楠梓區,70+,4721
902,2023-03-23,高雄市,楠梓區,30-34,9520
903,2023-03-22,高雄市,楠梓區,25-29,8690
904,2023-03-20,高雄市,楠梓區,20-24,7714
905,2023-03-20,高雄市,楠梓區,65-69,3251
906,2023-03-19,高雄市,楠梓區,55-59,4788
907,2023-03-18,高雄市,楠梓區,1,769
908,2023-03-18,高雄市,楠梓區,2,865
909,2023-03-16,高雄市,楠梓區,4,911
910,2023-03-16,高雄市,楠梓區,3,861
911,2023-03-15,高雄市,楠梓區,0,546
