UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
248,2023-06-14,新北市,永和區,55-59,6509
249,2023-06-14,新北市,永和區,60-64,5826
250,2023-06-14,新北市,永和區,5-9,5383
251,2023-06-14,新北市,永和區,40-44,10851
252,2023-06-14,新北市,永和區,50-54,7221
253,2023-06-14,新北市,永和區,45-49,9134
254,2023-06-14,新北市,永和區,30-34,10012
255,2023-06-14,新北市,永和區,2,699
256,2023-06-14,新北市,永和區,15-19,4959
257,2023-06-14,新北市,永和區,1,733
258,2023-03-21,新北市,永和區,35-39,9870
259,2023-03-20,新北市,永和區,3,746
260,2023-03-20,新北市,永和區,25-29,11219
261,2023-03-20,新北市,永和區,20-24,7961
262,2023-03-20,新北市,永和區,70+,9522
263,2023-03-20,新北市,永和區,65-69,5328
264,2023-03-18,新北市,永和區,10-14,5154
265,2023-03-17,新北市,永和區,4,872
266,2023-03-17,新北市,永和區,0,493
