UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6062,2023-06-14,新竹縣,北埔鄉,70+,313
6063,2023-06-14,新竹縣,北埔鄉,40-44,212
6064,2023-03-18,新竹縣,北埔鄉,20-24,200
6065,2023-03-18,新竹縣,北埔鄉,45-49,188
6066,2023-03-18,新竹縣,北埔鄉,25-29,250
6067,2023-03-17,新竹縣,北埔鄉,35-39,212
6068,2023-03-17,新竹縣,北埔鄉,15-19,167
6069,2023-03-17,新竹縣,北埔鄉,60-64,168
6070,2023-03-15,新竹縣,北埔鄉,30-34,214
6071,2023-03-13,新竹縣,北埔鄉,65-69,117
6072,2023-03-12,新竹縣,北埔鄉,10-14,117
6073,2023-03-08,新竹縣,北埔鄉,50-54,166
6074,2023-03-06,新竹縣,北埔鄉,55-59,160
6075,2023-02-28,新竹縣,北埔鄉,5-9,148
6076,2023-02-22,新竹縣,北埔鄉,0,16
6077,2023-02-21,新竹縣,北埔鄉,2,32
6078,2023-02-16,新竹縣,北埔鄉,1,23
6079,2023-02-16,新竹縣,北埔鄉,3,26
6080,2022-12-29,新竹縣,北埔鄉,4,23
