UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2090,2023-06-14,基隆市,七堵區,50-54,1803
2091,2023-03-20,基隆市,七堵區,40-44,2468
2092,2023-03-20,基隆市,七堵區,30-34,2373
2093,2023-03-20,基隆市,七堵區,5-9,1445
2094,2023-03-20,基隆市,七堵區,25-29,2369
2095,2023-03-19,基隆市,七堵區,20-24,1865
2096,2023-03-19,基隆市,七堵區,35-39,2303
2097,2023-03-19,基隆市,七堵區,70+,1922
2098,2023-03-18,基隆市,七堵區,10-14,1377
2099,2023-03-18,基隆市,七堵區,15-19,1410
2100,2023-03-18,基隆市,七堵區,60-64,1599
2101,2023-03-18,基隆市,七堵區,65-69,1233
2102,2023-03-18,基隆市,七堵區,1,218
2103,2023-03-18,基隆市,七堵區,2,216
2104,2023-03-17,基隆市,七堵區,55-59,1683
2105,2023-03-16,基隆市,七堵區,0,153
2106,2023-03-16,基隆市,七堵區,45-49,2055
2107,2023-03-14,基隆市,七堵區,4,222
2108,2023-03-05,基隆市,七堵區,3,241
