UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3136,2023-06-30,嘉義市,東區,70+,4656
3137,2023-03-20,嘉義市,東區,30-34,3033
3138,2023-03-20,嘉義市,東區,25-29,3349
3139,2023-03-20,嘉義市,東區,10-14,2396
3140,2023-03-20,嘉義市,東區,20-24,3263
3141,2023-03-20,嘉義市,東區,45-49,3219
3142,2023-03-20,嘉義市,東區,40-44,3643
3143,2023-03-20,嘉義市,東區,35-39,3246
3144,2023-03-20,嘉義市,東區,3,355
3145,2023-03-20,嘉義市,東區,5-9,2334
3146,2023-03-20,嘉義市,東區,4,409
3147,2023-03-19,嘉義市,東區,15-19,2873
3148,2023-03-19,嘉義市,東區,0,264
3149,2023-03-19,嘉義市,東區,65-69,2140
3150,2023-03-19,嘉義市,東區,60-64,2462
3151,2023-03-19,嘉義市,東區,55-59,2698
3152,2023-03-18,嘉義市,東區,50-54,3042
3153,2023-03-18,嘉義市,東區,1,329
3154,2023-03-17,嘉義市,東區,2,328
