UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7428,2023-03-19,金門縣,金沙鎮,50-54,186
7429,2023-03-18,金門縣,金沙鎮,35-39,277
7430,2023-03-17,金門縣,金沙鎮,20-24,186
7431,2023-03-17,金門縣,金沙鎮,30-34,254
7432,2023-03-17,金門縣,金沙鎮,65-69,161
7433,2023-03-16,金門縣,金沙鎮,15-19,212
7434,2023-03-15,金門縣,金沙鎮,40-44,260
7435,2023-03-14,金門縣,金沙鎮,25-29,241
7436,2023-03-13,金門縣,金沙鎮,5-9,231
7437,2023-03-13,金門縣,金沙鎮,10-14,224
7438,2023-03-12,金門縣,金沙鎮,70+,338
7439,2023-03-11,金門縣,金沙鎮,60-64,176
7440,2023-03-09,金門縣,金沙鎮,45-49,219
7441,2023-03-05,金門縣,金沙鎮,55-59,218
7442,2023-02-18,金門縣,金沙鎮,2,40
7443,2023-02-17,金門縣,金沙鎮,3,33
7444,2023-02-08,金門縣,金沙鎮,4,32
7445,2023-02-03,金門縣,金沙鎮,0,21
7446,2023-01-26,金門縣,金沙鎮,1,23
