UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2547,2023-03-20,雲林縣,莿桐鄉,45-49,591
2548,2023-03-20,雲林縣,莿桐鄉,70+,821
2549,2023-03-20,雲林縣,莿桐鄉,15-19,620
2550,2023-03-20,雲林縣,莿桐鄉,50-54,488
2551,2023-03-19,雲林縣,莿桐鄉,10-14,526
2552,2023-03-19,雲林縣,莿桐鄉,40-44,774
2553,2023-03-19,雲林縣,莿桐鄉,20-24,578
2554,2023-03-19,雲林縣,莿桐鄉,1,121
2555,2023-03-19,雲林縣,莿桐鄉,25-29,728
2556,2023-03-18,雲林縣,莿桐鄉,35-39,746
2557,2023-03-18,雲林縣,莿桐鄉,30-34,640
2558,2023-03-18,雲林縣,莿桐鄉,65-69,420
2559,2023-03-18,雲林縣,莿桐鄉,55-59,480
2560,2023-03-17,雲林縣,莿桐鄉,5-9,586
2561,2023-03-16,雲林縣,莿桐鄉,0,73
2562,2023-03-15,雲林縣,莿桐鄉,2,95
2563,2023-03-13,雲林縣,莿桐鄉,60-64,418
2564,2023-03-05,雲林縣,莿桐鄉,3,98
2565,2023-02-18,雲林縣,莿桐鄉,4,92
