UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6119,2023-03-19,新竹縣,峨眉鄉,30-34,108
6120,2023-03-18,新竹縣,峨眉鄉,35-39,92
6121,2023-03-16,新竹縣,峨眉鄉,20-24,105
6122,2023-03-16,新竹縣,峨眉鄉,25-29,114
6123,2023-03-14,新竹縣,峨眉鄉,70+,185
6124,2023-03-13,新竹縣,峨眉鄉,55-59,92
6125,2023-03-08,新竹縣,峨眉鄉,45-49,102
6126,2023-03-06,新竹縣,峨眉鄉,60-64,106
6127,2023-03-04,新竹縣,峨眉鄉,3,9
6128,2023-03-04,新竹縣,峨眉鄉,1,14
6129,2023-03-03,新竹縣,峨眉鄉,15-19,75
6130,2023-03-03,新竹縣,峨眉鄉,10-14,41
6131,2023-02-24,新竹縣,峨眉鄉,65-69,68
6132,2023-02-24,新竹縣,峨眉鄉,50-54,92
6133,2023-02-23,新竹縣,峨眉鄉,0,6
6134,2023-02-23,新竹縣,峨眉鄉,5-9,52
6135,2023-02-16,新竹縣,峨眉鄉,40-44,93
6136,2023-02-16,新竹縣,峨眉鄉,2,16
6137,2023-01-19,新竹縣,峨眉鄉,4,17
